vehicle_id,model,region,date,cycle,voltage_v,current_a,temperature_c,internal_resistance_ohm,soc_pct,depth_of_discharge_pct,fast_charge_event,ambient_humidity_pct,odometer_km,capacity_pct,nominal_capacity_kwh,rul_cycles,health_status
EV-015,MG ZS EV,Hyderabad,2024-03-07,44,323.81,65.29,38.54,0.095,98.2,80.92,0,66.12,1569.0,92.43,50.0,220.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-08,45,319.03,69.1,35.32,0.0972,50.92,35.56,1,68.71,1892.7,92.226,50.0,219.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-09,46,321.63,60.93,35.17,0.0984,78.9,45.78,0,62.67,2550.2,92.125,50.0,218.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-10,47,320.45,68.74,33.66,0.0963,52.68,40.59,1,64.04,1980.8,91.957,50.0,217.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-11,48,320.0,63.99,36.17,0.0945,38.39,48.9,0,81.4,2773.3,91.816,50.0,216.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-12,49,316.38,64.43,36.33,0.0941,21.19,81.25,0,76.6,1986.0,91.701,50.0,215.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-13,50,314.81,69.41,34.51,0.0975,36.87,78.83,0,46.77,2748.6,91.602,50.0,214.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-14,51,316.1,75.01,36.85,0.0986,45.59,86.0,1,80.63,2921.8,91.382,50.0,213.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-15,52,317.69,63.93,35.05,0.0993,52.09,66.88,0,50.4,2664.2,91.285,50.0,212.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-16,53,317.15,74.34,33.25,0.0953,89.34,47.06,0,47.76,1878.9,91.203,50.0,211.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-17,54,317.31,65.0,33.39,0.0998,88.46,81.01,0,77.56,2263.4,91.12,50.0,210.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-18,55,315.01,69.67,28.47,0.0949,40.69,53.64,0,79.29,2159.6,91.064,50.0,209.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-19,56,314.5,77.47,31.47,0.0965,35.08,44.48,0,76.12,3210.9,90.996,50.0,208.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-20,57,315.97,65.85,27.94,0.0988,74.57,67.29,0,84.01,3229.2,90.944,50.0,207.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-21,58,315.7,82.43,32.27,0.099,88.24,76.06,1,80.03,2438.3,90.79,50.0,206.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-22,59,315.18,65.06,34.18,0.0965,63.51,82.06,0,72.79,3487.9,90.692,50.0,205.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-23,60,314.46,65.75,30.02,0.1016,67.12,38.79,0,69.52,3305.7,90.64,50.0,204.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-24,61,313.78,61.19,34.6,0.096,62.39,40.07,0,67.56,3658.9,90.529,50.0,203.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-25,62,314.12,74.47,28.31,0.1031,48.27,76.18,1,54.15,2355.1,90.397,50.0,202.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-26,63,312.06,70.62,29.21,0.0968,95.49,56.62,1,41.15,2551.1,90.29,50.0,201.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-27,64,315.85,68.66,28.18,0.1019,81.81,92.4,1,42.57,2302.4,90.168,50.0,200.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-28,65,311.66,66.92,28.79,0.1014,55.71,66.5,1,40.01,2460.6,90.063,50.0,199.0,Healthy
EV-015,MG ZS EV,Hyderabad,2024-03-29,66,315.24,64.65,28.5,0.1008,30.62,77.97,1,78.48,3384.9,89.955,50.0,198.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-03-30,67,312.32,71.19,29.12,0.1001,69.27,87.9,0,77.4,3148.0,89.899,50.0,197.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-03-31,68,313.31,62.66,27.74,0.1005,43.13,74.43,0,69.96,2843.1,89.846,50.0,196.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-01,69,312.52,66.24,28.01,0.1011,46.64,42.47,1,72.2,2965.4,89.716,50.0,195.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-02,70,313.56,82.2,30.9,0.1002,41.18,84.28,1,65.77,2722.2,89.572,50.0,194.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-03,71,311.3,80.66,27.93,0.0991,40.06,73.74,0,84.2,3330.3,89.517,50.0,193.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-04,72,310.74,56.41,29.01,0.0988,93.48,57.24,0,50.05,2813.6,89.47,50.0,192.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-05,73,309.0,81.12,30.61,0.102,35.34,89.91,1,65.45,3885.7,89.345,50.0,191.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-06,74,309.61,72.67,23.04,0.0999,44.42,36.73,1,79.47,3277.8,89.232,50.0,190.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-07,75,312.36,64.35,29.22,0.1032,54.49,55.53,1,84.58,3773.2,89.104,50.0,189.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-08,76,311.0,65.29,24.56,0.1017,49.11,54.27,1,75.06,3590.0,88.98,50.0,188.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-09,77,309.8,61.15,27.56,0.1053,30.88,48.86,1,54.91,2701.3,88.86,50.0,187.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-10,78,308.94,66.33,26.78,0.1031,74.67,61.47,1,80.9,2787.6,88.756,50.0,186.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-11,79,308.46,67.86,28.95,0.1027,22.87,72.95,0,51.98,3020.7,88.7,50.0,185.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-12,80,306.37,65.56,23.3,0.1052,68.1,83.9,0,67.0,4021.0,88.65,50.0,184.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-13,81,307.32,77.36,21.84,0.1045,56.58,62.48,0,69.67,3778.6,88.593,50.0,183.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-14,82,307.8,67.57,24.4,0.1067,33.8,45.71,1,60.87,4504.7,88.463,50.0,182.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-15,83,306.13,57.79,25.05,0.1056,58.93,68.63,1,51.3,3243.5,88.343,50.0,181.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-16,84,304.83,61.1,25.06,0.1042,27.33,68.07,0,66.36,3977.0,88.289,50.0,180.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-17,85,308.44,61.03,24.55,0.1019,43.66,52.8,1,59.6,2983.4,88.175,50.0,179.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-18,86,304.93,57.16,23.19,0.105,86.19,40.84,1,78.26,3529.5,88.043,50.0,178.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-19,87,309.22,59.34,30.0,0.1068,36.17,74.79,0,48.41,4257.0,87.992,50.0,177.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-20,88,305.24,66.22,28.17,0.1059,61.98,68.76,0,68.46,4720.5,87.938,50.0,176.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-21,89,305.41,67.36,28.49,0.1026,60.56,45.48,1,65.03,3903.2,87.831,50.0,175.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-22,90,305.17,65.21,27.02,0.1083,54.98,46.21,1,70.44,3433.3,87.697,50.0,174.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-23,91,304.42,67.7,26.07,0.1073,91.54,74.23,1,57.46,4687.5,87.575,50.0,173.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-24,92,303.1,58.52,23.89,0.1066,70.01,81.85,0,55.74,4309.0,87.522,50.0,172.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-25,93,304.75,67.45,25.83,0.1078,48.56,79.37,1,66.24,3381.9,87.402,50.0,171.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-26,94,302.21,69.31,26.49,0.1048,68.02,56.63,0,80.64,5433.2,87.351,50.0,170.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-27,95,302.91,75.03,29.02,0.1088,56.11,85.11,1,67.96,3751.1,87.248,50.0,169.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-28,96,304.32,68.0,27.43,0.1106,39.78,83.66,0,54.05,4007.8,87.196,50.0,168.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-29,97,302.94,61.56,27.21,0.1072,41.73,69.41,0,63.12,3746.3,87.142,50.0,167.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-04-30,98,301.16,64.61,29.69,0.1084,34.47,50.87,0,84.18,3656.0,87.094,50.0,166.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-01,99,298.11,70.3,27.61,0.1069,33.92,41.36,1,68.17,4423.1,86.991,50.0,165.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-02,100,301.62,64.35,31.77,0.1041,84.66,88.54,0,70.79,3762.1,86.921,50.0,164.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-03,101,299.82,64.21,34.06,0.1095,28.81,54.6,1,71.17,4119.3,86.728,50.0,163.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-04,102,301.71,61.84,28.09,0.1087,83.92,68.71,0,63.02,5707.7,86.675,50.0,162.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-05,103,301.0,70.75,28.33,0.1087,41.46,38.62,1,81.41,4538.1,86.566,50.0,161.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-06,104,301.81,67.18,31.26,0.1075,92.1,34.56,0,52.09,4041.8,86.507,50.0,160.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-07,105,301.94,73.35,33.23,0.1091,95.86,57.6,1,55.42,5470.1,86.336,50.0,159.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-08,106,300.0,70.45,29.21,0.1098,23.73,94.82,0,73.52,5930.7,86.293,50.0,158.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-09,107,301.82,76.53,30.06,0.1085,80.57,44.76,0,69.77,4793.9,86.239,50.0,157.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-10,108,299.7,68.53,31.26,0.1094,89.11,52.13,1,45.07,5127.5,86.118,50.0,156.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-11,109,297.55,69.05,32.65,0.107,80.46,76.28,0,49.74,5467.4,86.04,50.0,155.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-12,110,298.64,62.33,30.09,0.1096,87.95,49.54,1,51.73,6299.7,85.904,50.0,154.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-13,111,299.36,69.76,33.92,0.1072,92.46,93.26,0,74.94,4425.9,85.796,50.0,153.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-14,112,297.61,70.38,31.37,0.1105,77.06,67.14,1,44.84,5491.8,85.677,50.0,152.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-15,113,296.35,64.07,34.13,0.1111,73.55,48.59,1,66.98,6682.1,85.517,50.0,151.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-16,114,298.53,56.03,31.62,0.1127,95.53,91.61,0,43.15,5741.7,85.454,50.0,150.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-17,115,297.31,75.38,33.44,0.1102,59.63,69.17,1,70.52,6567.8,85.271,50.0,149.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-18,116,294.97,65.83,34.36,0.1141,78.52,93.61,0,45.25,5312.0,85.151,50.0,148.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-19,117,297.06,55.54,33.85,0.1129,62.26,70.04,1,82.4,6877.0,84.964,50.0,147.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-20,118,294.87,73.45,33.32,0.1128,98.19,93.95,1,66.94,6718.6,84.805,50.0,146.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-21,119,293.56,66.45,36.41,0.1132,91.43,71.58,1,50.96,5315.7,84.598,50.0,145.0,Moderate
EV-015,MG ZS EV,Hyderabad,2024-05-22,120,292.99,71.63,37.69,0.1108,71.48,55.59,0,63.65,5864.0,84.433,50.0,144.0,Moderate
EV-016,Hyundai Kona,Madurai,2024-01-26,1,356.42,55.15,26.35,0.0806,37.83,76.06,0,41.82,36.3,99.957,39.0,263.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-01-27,2,357.54,67.06,28.66,0.0826,28.44,81.81,0,82.89,73.0,99.916,39.0,262.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-01-28,3,358.3,54.5,25.2,0.0755,73.68,68.87,1,48.65,121.6,99.804,39.0,261.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-01-29,4,358.91,56.91,28.1,0.0796,98.1,45.59,0,78.81,202.2,99.758,39.0,260.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-01-30,5,356.7,54.15,27.43,0.0827,99.23,77.97,0,54.73,278.4,99.719,39.0,259.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-01-31,6,354.72,52.77,25.2,0.0827,83.43,90.95,1,75.06,300.8,99.629,39.0,258.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-01,7,357.57,56.47,27.36,0.0778,50.53,83.57,1,55.0,322.0,99.519,39.0,257.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-02,8,357.6,58.92,26.03,0.0815,89.26,63.95,0,81.73,292.9,99.475,39.0,256.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-03,9,354.18,48.6,28.1,0.0793,85.81,68.58,0,84.88,492.0,99.433,39.0,255.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-04,10,355.8,63.21,26.05,0.0795,38.15,44.24,0,78.82,573.4,99.386,39.0,254.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-05,11,355.37,66.9,27.2,0.0783,92.92,51.19,0,47.05,579.9,99.34,39.0,253.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-06,12,356.28,50.94,30.79,0.0819,23.21,69.62,1,72.28,530.6,99.219,39.0,252.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-07,13,353.4,53.02,29.12,0.0788,95.93,53.35,0,40.16,709.0,99.178,39.0,251.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-08,14,350.91,58.84,27.52,0.0826,91.89,45.86,0,52.86,532.8,99.134,39.0,250.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-09,15,356.2,62.92,30.27,0.0848,48.63,82.09,0,55.7,809.3,99.092,39.0,249.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-10,16,353.5,48.42,29.53,0.081,25.04,86.77,0,65.59,714.0,99.044,39.0,248.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-11,17,355.08,59.72,26.03,0.0826,88.54,59.92,0,77.19,774.8,99.004,39.0,247.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-12,18,353.71,58.77,27.68,0.0798,50.0,37.25,0,58.73,985.5,98.966,39.0,246.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-13,19,353.11,63.61,26.11,0.0788,85.73,66.79,0,53.52,805.2,98.923,39.0,245.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-14,20,354.41,59.59,32.78,0.0796,23.71,52.27,1,41.03,836.1,98.774,39.0,244.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-15,21,355.17,63.13,28.29,0.0823,47.93,91.39,0,71.92,956.4,98.727,39.0,243.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-16,22,350.69,56.19,31.99,0.0825,77.88,69.51,0,62.56,1113.2,98.658,39.0,242.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-17,23,351.24,48.63,31.74,0.0817,84.67,68.68,0,64.66,1337.8,98.589,39.0,241.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-18,24,350.9,44.21,33.04,0.0891,87.63,69.6,1,67.43,1017.9,98.472,39.0,240.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-19,25,350.44,52.86,29.99,0.0841,73.64,44.16,1,70.45,932.0,98.38,39.0,239.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-20,26,351.73,60.17,30.78,0.0812,74.07,70.63,0,68.03,1005.6,98.323,39.0,238.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-21,27,350.96,53.36,26.32,0.0853,25.08,93.68,0,45.33,1119.5,98.28,39.0,237.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-22,28,350.79,57.23,30.68,0.0858,24.16,58.48,1,76.3,1390.2,98.175,39.0,236.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-23,29,352.8,58.38,28.22,0.0848,45.44,52.02,0,73.82,1584.1,98.128,39.0,235.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-24,30,350.73,56.75,33.87,0.0854,43.18,58.14,0,61.98,1098.4,98.046,39.0,234.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-25,31,349.68,55.36,25.28,0.0832,40.08,41.63,0,69.57,1855.7,98.001,39.0,233.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-26,32,347.42,58.58,32.92,0.0876,81.61,38.61,0,74.45,1775.2,97.931,39.0,232.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-27,33,349.53,50.55,27.27,0.0844,73.11,34.61,0,55.0,1169.7,97.889,39.0,231.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-28,34,349.66,56.74,31.93,0.0873,82.11,81.21,1,41.54,1960.5,97.749,39.0,230.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-02-29,35,346.36,67.09,30.59,0.0864,81.82,56.25,0,70.76,1313.7,97.707,39.0,229.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-01,36,351.93,63.2,30.33,0.0837,47.17,53.53,0,54.14,1900.9,97.659,39.0,228.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-02,37,348.98,71.11,31.31,0.0853,77.47,83.57,0,50.11,1605.9,97.597,39.0,227.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-03,38,350.35,56.69,29.39,0.0821,61.23,64.8,0,78.74,1796.0,97.557,39.0,226.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-04,39,349.32,58.71,28.57,0.0858,97.65,85.33,1,54.2,2304.9,97.458,39.0,225.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-05,40,348.77,57.15,27.74,0.0886,71.65,53.67,0,62.53,2305.1,97.422,39.0,224.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-06,41,347.98,61.0,26.76,0.0889,57.75,62.41,1,79.78,2054.0,97.327,39.0,223.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-07,42,348.96,61.56,27.32,0.089,68.04,38.73,1,57.6,2489.9,97.212,39.0,222.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-08,43,346.6,57.85,30.65,0.0853,29.53,42.56,1,77.7,1573.2,97.109,39.0,221.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-09,44,348.12,53.39,30.47,0.0892,84.89,39.01,0,61.91,1813.6,97.063,39.0,220.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-10,45,350.29,54.47,29.41,0.0848,50.14,35.05,0,58.05,2243.2,97.025,39.0,219.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-11,46,346.25,52.86,29.62,0.0855,23.17,47.72,1,58.03,2159.9,96.927,39.0,218.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-12,47,347.86,55.66,24.33,0.0872,63.65,51.6,0,82.63,2638.0,96.885,39.0,217.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-13,48,347.63,60.51,24.6,0.085,46.33,56.45,0,80.78,2588.2,96.836,39.0,216.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-14,49,345.5,49.17,30.22,0.0818,61.31,36.29,0,73.47,1849.0,96.79,39.0,215.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-15,50,346.48,58.04,29.46,0.086,36.76,32.49,0,79.26,2690.3,96.743,39.0,214.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-16,51,342.86,55.11,27.87,0.0869,62.7,59.42,0,41.65,2117.1,96.701,39.0,213.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-17,52,345.84,61.12,27.1,0.0864,98.61,50.26,0,48.38,2344.3,96.655,39.0,212.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-18,53,345.57,68.95,27.86,0.087,32.97,67.49,0,81.01,2971.5,96.615,39.0,211.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-19,54,344.07,66.54,22.03,0.0898,38.84,90.54,1,76.97,2751.7,96.515,39.0,210.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-20,55,347.43,56.4,25.77,0.0859,94.97,88.12,1,42.59,2157.5,96.403,39.0,209.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-21,56,343.37,62.81,26.56,0.0899,89.7,33.44,1,75.2,2822.1,96.301,39.0,208.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-22,57,346.38,52.59,26.89,0.086,68.21,64.14,0,80.07,1999.5,96.253,39.0,207.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-23,58,343.32,71.8,24.91,0.0845,85.18,59.31,1,65.14,2034.0,96.14,39.0,206.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-24,59,343.2,47.43,22.04,0.0875,36.77,90.13,0,42.43,3341.5,96.097,39.0,205.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-25,60,344.47,49.11,28.39,0.0888,99.47,87.27,0,64.13,3585.6,96.049,39.0,204.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-26,61,345.16,54.39,21.36,0.0897,66.74,32.48,0,79.49,2587.6,96.008,39.0,203.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-27,62,342.31,59.42,23.33,0.0856,97.56,89.71,1,57.13,2968.9,95.914,39.0,202.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-28,63,339.7,49.29,24.71,0.0885,96.75,41.4,0,44.03,3592.0,95.874,39.0,201.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-29,64,342.46,58.96,26.61,0.089,46.0,90.6,0,53.68,3743.7,95.837,39.0,200.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-30,65,344.12,58.77,20.41,0.0866,23.22,89.94,0,48.83,3711.9,95.791,39.0,199.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-03-31,66,342.2,60.25,24.07,0.0882,39.53,82.92,0,44.76,2676.4,95.753,39.0,198.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-01,67,343.15,61.32,24.05,0.0892,94.85,81.0,1,69.38,3071.3,95.65,39.0,197.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-02,68,341.89,56.54,21.87,0.088,69.17,74.83,0,72.39,3328.8,95.605,39.0,196.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-03,69,341.38,64.29,18.86,0.0909,23.06,33.15,0,52.78,3500.2,95.557,39.0,195.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-04,70,341.17,54.0,24.32,0.0917,32.39,34.9,0,68.84,3876.8,95.52,39.0,194.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-05,71,340.63,55.19,21.88,0.0906,43.11,93.4,0,84.47,3895.9,95.475,39.0,193.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-06,72,341.04,60.93,20.94,0.0942,46.7,85.56,0,46.74,4222.7,95.429,39.0,192.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-07,73,344.58,56.87,21.61,0.0897,60.35,92.86,0,71.14,3013.7,95.384,39.0,191.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-08,74,340.53,62.05,19.29,0.0908,40.71,89.82,0,76.25,2851.0,95.347,39.0,190.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-09,75,343.53,62.06,20.03,0.0903,59.43,75.36,1,41.53,4055.1,95.235,39.0,189.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-10,76,339.48,47.35,19.37,0.0892,54.3,80.21,1,61.65,4159.0,95.124,39.0,188.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-11,77,340.49,52.69,20.61,0.0906,51.92,83.66,1,43.24,3073.1,95.037,39.0,187.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-12,78,339.48,61.49,21.04,0.0876,77.05,64.07,0,50.02,4380.1,94.999,39.0,186.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-13,79,337.91,65.4,18.29,0.093,87.53,44.13,0,40.67,3295.3,94.959,39.0,185.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-14,80,340.4,52.73,19.05,0.088,66.28,94.11,1,85.0,4539.1,94.85,39.0,184.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-15,81,339.07,56.22,17.7,0.0937,37.44,66.26,0,60.99,4000.9,94.802,39.0,183.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-16,82,337.9,47.6,19.94,0.0911,57.63,48.12,0,57.09,4097.0,94.755,39.0,182.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-17,83,337.24,60.54,22.49,0.0933,40.24,32.74,0,43.27,3410.0,94.714,39.0,181.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-18,84,337.55,64.7,17.76,0.0916,93.98,51.43,0,43.26,5027.5,94.667,39.0,180.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-19,85,337.55,55.37,18.57,0.0935,57.57,89.25,0,40.45,4637.8,94.622,39.0,179.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-20,86,338.04,54.87,18.71,0.09,66.71,34.29,0,46.08,4436.8,94.577,39.0,178.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-21,87,337.67,51.97,16.32,0.0916,84.19,48.32,0,68.16,3939.3,94.529,39.0,177.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-22,88,337.22,64.38,19.03,0.0884,83.48,43.79,0,73.23,5166.4,94.482,39.0,176.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-23,89,336.06,61.03,18.86,0.0911,21.64,80.91,0,43.59,3428.8,94.437,39.0,175.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-24,90,338.97,52.46,22.8,0.0945,94.28,74.61,0,70.65,3653.5,94.396,39.0,174.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-25,91,337.64,57.06,23.97,0.0946,30.91,70.46,0,54.61,4225.4,94.347,39.0,173.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-26,92,335.71,59.95,20.11,0.0913,33.67,94.29,0,72.65,3333.3,94.298,39.0,172.0,Healthy
EV-016,Hyundai Kona,Madurai,2024-04-27,93,335.57,52.15,17.95,0.0954,32.87,63.03,0,40.53,3954.8,94.26,39.0,171.0,Healthy
